Time_b,Close
2020-07-22 13:30:00,239.47999572753906
2020-07-22 13:31:00,239.9499969482422
2020-07-22 13:32:00,240.69540405273438
2020-07-22 13:33:00,241.41000366210938
2020-07-22 13:34:00,240.91969299316406
2020-07-22 13:35:00,239.75
2020-07-22 13:36:00,239.8800048828125
2020-07-22 13:37:00,239.25
2020-07-22 13:38:00,239.7899932861328
2020-07-22 13:39:00,240.27879333496094
2020-07-22 13:40:00,240.1750030517578
2020-07-22 13:41:00,239.98370361328125
2020-07-22 13:42:00,239.75999450683594
2020-07-22 13:43:00,240.0399932861328
2020-07-22 13:44:00,239.3948974609375
2020-07-22 13:45:00,239.64999389648438
2020-07-22 13:46:00,239.47500610351562
2020-07-22 13:47:00,239.4344024658203
2020-07-22 13:48:00,239.69500732421875
2020-07-22 13:49:00,240.16000366210938
2020-07-22 13:50:00,240.8800048828125
2020-07-22 13:51:00,240.6199951171875
2020-07-22 13:52:00,240.40499877929688
2020-07-22 13:53:00,240.5800018310547
2020-07-22 13:54:00,241.0800018310547
2020-07-22 13:55:00,241.1699981689453
2020-07-22 13:56:00,241.22999572753906
2020-07-22 13:57:00,240.83999633789062
2020-07-22 13:58:00,240.88999938964844
2020-07-22 13:59:00,240.7449951171875
2020-07-22 14:00:00,240.9947967529297
2020-07-22 14:01:00,241.11000061035156
2020-07-22 14:02:00,241.24000549316406
2020-07-22 14:03:00,241.30999755859375
2020-07-22 14:04:00,241.42999267578125
2020-07-22 14:05:00,241.6699981689453
2020-07-22 14:06:00,241.67999267578125
2020-07-22 14:07:00,241.38999938964844
2020-07-22 14:08:00,240.94639587402344
2020-07-22 14:09:00,241.3800048828125
2020-07-22 14:10:00,241.1999969482422
2020-07-22 14:11:00,240.74000549316406
2020-07-22 14:12:00,240.5
2020-07-22 14:13:00,240.40280151367188
2020-07-22 14:14:00,240.4949951171875
2020-07-22 14:15:00,240.47999572753906
2020-07-22 14:16:00,240.47500610351562
2020-07-22 14:17:00,240.69000244140625
2020-07-22 14:18:00,240.82000732421875
2020-07-22 14:19:00,240.8199005126953
2020-07-22 14:20:00,240.6199951171875
2020-07-22 14:21:00,240.5167999267578
2020-07-22 14:22:00,240.4199981689453
2020-07-22 14:23:00,240.36000061035156
2020-07-22 14:24:00,240.11000061035156
2020-07-22 14:25:00,240.57000732421875
2020-07-22 14:26:00,240.48500061035156
2020-07-22 14:27:00,240.44000244140625
2020-07-22 14:28:00,240.1999053955078
2020-07-22 14:29:00,239.97999572753906
2020-07-22 14:30:00,239.57000732421875
2020-07-22 14:31:00,239.97000122070312
2020-07-22 14:32:00,240.08999633789062
2020-07-22 14:33:00,239.83999633789062
2020-07-22 14:34:00,239.6199951171875
2020-07-22 14:35:00,239.80499267578125
2020-07-22 14:36:00,239.97999572753906
2020-07-22 14:37:00,239.97000122070312
2020-07-22 14:38:00,240.2050018310547
2020-07-22 14:39:00,239.89999389648438
2020-07-22 14:40:00,239.7633056640625
2020-07-22 14:41:00,239.8800048828125
2020-07-22 14:42:00,240.01609802246094
2020-07-22 14:43:00,239.75999450683594
2020-07-22 14:44:00,239.8988037109375
2020-07-22 14:45:00,239.63999938964844
2020-07-22 14:46:00,239.5305938720703
2020-07-22 14:47:00,239.11489868164062
2020-07-22 14:48:00,239.1999969482422
2020-07-22 14:49:00,239.1300048828125
2020-07-22 14:50:00,239.16000366210938
2020-07-22 14:51:00,238.8350067138672
2020-07-22 14:52:00,238.72000122070312
2020-07-22 14:53:00,239.0
2020-07-22 14:54:00,238.70989990234375
2020-07-22 14:55:00,238.94500732421875
2020-07-22 14:56:00,238.7449951171875
2020-07-22 14:57:00,238.91000366210938
2020-07-22 14:58:00,239.0800018310547
2020-07-22 14:59:00,238.9149932861328
2020-07-22 15:00:00,239.0399932861328
2020-07-22 15:01:00,239.27999877929688
2020-07-22 15:02:00,239.3125
2020-07-22 15:03:00,239.44500732421875
2020-07-22 15:04:00,239.68870544433594
2020-07-22 15:05:00,239.41009521484375
2020-07-22 15:06:00,239.0800018310547
2020-07-22 15:07:00,239.32000732421875
2020-07-22 15:08:00,239.3000030517578
2020-07-22 15:09:00,239.35000610351562
2020-07-22 15:10:00,239.4499969482422
2020-07-22 15:11:00,239.27000427246094
2020-07-22 15:12:00,
2020-07-22 15:13:00,238.8800048828125
2020-07-22 15:14:00,238.6750030517578
2020-07-22 15:15:00,238.90989685058594
2020-07-22 15:16:00,239.0850067138672
2020-07-22 15:17:00,239.0500030517578
2020-07-22 15:18:00,239.02000427246094
2020-07-22 15:19:00,239.0500030517578
2020-07-22 15:20:00,239.00999450683594
2020-07-22 15:21:00,239.0
2020-07-22 15:22:00,239.05999755859375
2020-07-22 15:23:00,238.7783966064453
2020-07-22 15:24:00,238.8282928466797
2020-07-22 15:25:00,239.24290466308594
2020-07-22 15:26:00,238.9499969482422
2020-07-22 15:27:00,239.13450622558594
2020-07-22 15:28:00,239.00999450683594
2020-07-22 15:29:00,239.0500030517578
2020-07-22 15:30:00,239.25
2020-07-22 15:31:00,239.27999877929688
2020-07-22 15:32:00,239.5399932861328
2020-07-22 15:33:00,239.66000366210938
2020-07-22 15:34:00,239.33999633789062
2020-07-22 15:35:00,239.5800018310547
2020-07-22 15:36:00,239.52000427246094
2020-07-22 15:37:00,239.47000122070312
2020-07-22 15:38:00,239.5399932861328
2020-07-22 15:39:00,239.5800018310547
2020-07-22 15:40:00,239.68099975585938
2020-07-22 15:41:00,239.91000366210938
2020-07-22 15:42:00,239.7700958251953
2020-07-22 15:43:00,239.7100067138672
2020-07-22 15:44:00,239.88999938964844
2020-07-22 15:45:00,239.85000610351562
2020-07-22 15:46:00,239.6999969482422
2020-07-22 15:47:00,239.69000244140625
2020-07-22 15:48:00,239.61000061035156
2020-07-22 15:49:00,239.5500030517578
2020-07-22 15:50:00,239.6999969482422
2020-07-22 15:51:00,239.5449981689453
2020-07-22 15:52:00,239.61000061035156
2020-07-22 15:53:00,239.56700134277344
2020-07-22 15:54:00,239.48500061035156
2020-07-22 15:55:00,239.61000061035156
2020-07-22 15:56:00,239.6699981689453
2020-07-22 15:57:00,239.5500030517578
2020-07-22 15:58:00,239.57989501953125
2020-07-22 15:59:00,239.57000732421875
2020-07-22 16:00:00,239.61000061035156
2020-07-22 16:01:00,239.52999877929688
2020-07-22 16:02:00,239.36000061035156
2020-07-22 16:03:00,239.19000244140625
2020-07-22 16:04:00,238.97999572753906
2020-07-22 16:05:00,239.02000427246094
