Time_b,Close
2020-07-22 13:30:00,98.19000244140625
2020-07-22 13:31:00,98.16000366210938
2020-07-22 13:32:00,98.16000366210938
2020-07-22 13:33:00,98.12000274658203
2020-07-22 13:34:00,98.22000122070312
2020-07-22 13:35:00,98.28500366210938
2020-07-22 13:36:00,98.5
2020-07-22 13:37:00,98.58000183105469
2020-07-22 13:38:00,98.66999816894531
2020-07-22 13:39:00,98.47750091552734
2020-07-22 13:40:00,98.36000061035156
2020-07-22 13:41:00,98.41000366210938
2020-07-22 13:42:00,98.36000061035156
2020-07-22 13:43:00,98.41999816894531
2020-07-22 13:44:00,98.5
2020-07-22 13:45:00,98.52999877929688
2020-07-22 13:46:00,98.56999969482422
2020-07-22 13:47:00,98.5
2020-07-22 13:48:00,98.5199966430664
2020-07-22 13:49:00,98.52999877929688
2020-07-22 13:50:00,98.55000305175781
2020-07-22 13:51:00,98.48999786376953
2020-07-22 13:52:00,98.5
2020-07-22 13:53:00,98.5
2020-07-22 13:54:00,98.52999877929688
2020-07-22 13:55:00,98.51000213623047
2020-07-22 13:56:00,98.58000183105469
2020-07-22 13:57:00,98.5999984741211
2020-07-22 13:58:00,98.63999938964844
2020-07-22 13:59:00,98.66000366210938
2020-07-22 14:00:00,98.56999969482422
2020-07-22 14:01:00,98.58000183105469
2020-07-22 14:02:00,98.66999816894531
2020-07-22 14:03:00,98.66999816894531
2020-07-22 14:04:00,98.62999725341797
2020-07-22 14:05:00,98.7300033569336
2020-07-22 14:06:00,98.72000122070312
2020-07-22 14:07:00,98.5199966430664
2020-07-22 14:08:00,98.5199966430664
2020-07-22 14:09:00,98.69000244140625
2020-07-22 14:10:00,98.69499969482422
2020-07-22 14:11:00,98.5999984741211
2020-07-22 14:12:00,98.56999969482422
2020-07-22 14:13:00,98.55999755859375
2020-07-22 14:14:00,98.58999633789062
2020-07-22 14:15:00,98.72000122070312
2020-07-22 14:16:00,98.69000244140625
2020-07-22 14:17:00,98.76000213623047
